"","Event.ID","Disease","Serotype","Region","Subregion","Country","Admin.level.1","Locality","Latitude","Longitude","Diagnosis.source","Diagnosis.status","Animal.type","Species","Observation.date..dd.mm.yyyy.","Report.date..dd.mm.yyyy.","Humans.affected","Human.deaths"
"1",350292,"African swine fever",NA,"Europe","Eastern Europe","Poland","Mazowieckie","OB_117159 - 2023/1033 - MARKI",52.36573,21.13972,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","28/03/2023","6/4/2023","",NA
"2",350293,"African swine fever",NA,"Europe","Eastern Europe","Poland","Mazowieckie","OB_117158 - 2023/1032 - STRACH?W",52.540105,21.594024,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","28/03/2023","6/4/2023","",NA
"3",350299,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117152 - 2013/1013 - PIELGRZYMKA",50.9747,21.9153,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","27/03/2023","6/4/2023","",NA
"4",350300,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117151 - 2023/1012 - NIESZAWA",51.0168,21.8519,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","26/03/2023","6/4/2023","",NA
"5",350320,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","OB_117097 - 2023/989 - ZOFIJ?WKA",51.007597,17.890255,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","25/03/2023","6/4/2023","",NA
"6",350321,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","OB_117096 - 2023/988 - ZOFIJ?WKA",51.007285,17.890206,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","25/03/2023","6/4/2023","",NA
"7",350290,"African swine fever",NA,"Europe","Eastern Europe","Poland","Warminsko-Mazurskie","OB_117161 - 2023/1030 - JAMIELNIK",53.535253,19.500262,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","24/03/2023","6/4/2023","",NA
"8",350298,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117153 - 2023/1014 - ROZWAD?WKA",51.7766,23.2995,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","24/03/2023","6/4/2023","",NA
"9",350319,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","OB_117098 - 2023/990 - GR BOSZ?W",51.047123,17.824938,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","24/03/2023","6/4/2023","",NA
"10",350288,"African swine fever",NA,"Europe","Eastern Europe","Poland","Pomorskie","MY LICE",53.920118,19.500375,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","23/03/2023","6/4/2023","",NA
"11",350294,"African swine fever",NA,"Europe","Eastern Europe","Poland","Mazowieckie","OB_117157 - 2023/1031 - WYSZK?W",52.603222,21.493347,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","23/03/2023","6/4/2023","",NA
"12",350297,"African swine fever",NA,"Europe","Eastern Europe","Poland","Mazowieckie","OB_117154 - 2023/956 - BOJANY",52.702048,21.729012,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","23/03/2023","6/4/2023","",NA
"13",350301,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117150 - 2023/1011 - KAPLONOSY KOLONIA",51.6503,23.3513,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","23/03/2023","6/4/2023","",NA
"14",350302,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117149 - 2023/1010 - KAPLONOSY KOLONIA",51.6495,23.3648,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","23/03/2023","6/4/2023","",NA
"15",350322,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","OB_117095 - 2023/987 - LUBSZA",50.961551,17.643649,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","23/03/2023","6/4/2023","",NA
"16",350291,"African swine fever",NA,"Europe","Eastern Europe","Poland","Warminsko-Mazurskie","OB_117160 - 2023/959 - WIELBARK",53.465924,21.022065,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","21/03/2023","6/4/2023","",NA
"17",350295,"African swine fever",NA,"Europe","Eastern Europe","Poland","Mazowieckie","OB_117156 - 2023/958 - ADAMPOL",52.518751,21.59488,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","21/03/2023","6/4/2023","",NA
"18",350309,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117139 - 2023/1003 - HOROSTYTA",51.575,23.2547,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","21/03/2023","6/4/2023","",NA
"19",350296,"African swine fever",NA,"Europe","Eastern Europe","Poland","Mazowieckie","OB_117155 - 2023/957 - WYSZK?W",52.599624,21.466626,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","20/03/2023","6/4/2023","",NA
"20",350313,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117135 - 2023/999 - HOROSTYTA",51.6058,23.2398,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","20/03/2023","6/4/2023","",NA
"21",350323,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","OB_117094 - 2023/983 - PIECZYSKA",50.99453,17.86753,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","20/03/2023","6/4/2023","",NA
"22",349068,"African swine fever",NA,"Europe","Eastern Europe","Poland","Zachodnio-Pomorskie","Czepino",53.267458,14.53538,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","19/03/2023","24/03/2023","",NA
"23",349570,"African swine fever",NA,"Europe","Eastern Europe","Poland","Mazowieckie","Michr?w",51.945166,20.800083,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","19/03/2023","29/03/2023","",NA
"24",349571,"African swine fever",NA,"Europe","Eastern Europe","Poland","Mazowieckie","Nadkole",52.56419,21.60134,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","19/03/2023","29/03/2023","",NA
"25",350306,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117142 - 2023/1006 - NIESZAWA",51.018,21.8286,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","19/03/2023","6/4/2023","",NA
"26",350307,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117141 - 2003/1005 - SUCHAWA",51.5074,23.4005,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","19/03/2023","6/4/2023","",NA
"27",350310,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117138 - 2023/1002 - ZAMO ODYCZE",51.5712,23.2208,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","19/03/2023","6/4/2023","",NA
"28",349572,"African swine fever",NA,"Europe","Eastern Europe","Poland","Mazowieckie","Daszew",51.87959,20.697573,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","18/03/2023","29/03/2023","",NA
"29",350303,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117147 - 2023/1009 - WITOSZYN",51.3213,22.0725,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","18/03/2023","6/4/2023","",NA
"30",350305,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117143 - 2023/1007 - CHRU LANKI MAZANOWSKIE",51.0215,21.9243,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","18/03/2023","6/4/2023","",NA
"31",350308,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117140 - 2023/1004 - KAPLONOSY",51.6115,23.3628,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","18/03/2023","6/4/2023","",NA
"32",350311,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117137 - 2023/1001 - ZAMO ODYCZE",51.5718,23.2305,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","18/03/2023","6/4/2023","",NA
"33",350312,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117136 - 2023/1000 - ZAMO ODYCZE",51.5698,23.2363,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","18/03/2023","6/4/2023","",NA
"34",349566,"African swine fever",NA,"Europe","Eastern Europe","Poland","Warminsko-Mazurskie","Jarze ski M yn",54.388878,20.296846,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","17/03/2023","29/03/2023","",NA
"35",350289,"African swine fever",NA,"Europe","Eastern Europe","Poland","Pomorskie","ZAMEK",53.86057,19.42929,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","17/03/2023","6/4/2023","",NA
"36",350314,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117134 - 2023/998 - LACK",51.6508,23.4304,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","17/03/2023","6/4/2023","",NA
"37",349567,"African swine fever",NA,"Europe","Eastern Europe","Poland","Warminsko-Mazurskie","Jarze",54.38544,20.316902,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","16/03/2023","29/03/2023","",NA
"38",349568,"African swine fever",NA,"Europe","Eastern Europe","Poland","Warminsko-Mazurskie","Drulity",53.976514,19.639378,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","16/03/2023","29/03/2023","",NA
"39",349573,"African swine fever",NA,"Europe","Eastern Europe","Poland","Mazowieckie","Oczesa y",51.821425,20.850264,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","16/03/2023","29/03/2023","",NA
"40",350316,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117132 - 2023/996 - STASIN",50.9727,21.9022,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","16/03/2023","6/4/2023","",NA
"41",350317,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117131 - 2023/995 - STEFAN?WKA",50.9841,21.9386,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","16/03/2023","6/4/2023","",NA
"42",350326,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","OB_117091 - 2023/944 - KU NICA KATOWSKA",50.9087,17.75191,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","16/03/2023","6/4/2023","",NA
"43",350335,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","OB_117078 - 2023/935 - LUBSZA",50.962239,17.642564,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","16/03/2023","6/4/2023","",NA
"44",349574,"African swine fever",NA,"Europe","Eastern Europe","Poland","Zachodnio-Pomorskie","D UGIE",52.997754,14.628646,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","15/03/2023","29/03/2023","",NA
"45",349575,"African swine fever",NA,"Europe","Eastern Europe","Poland","Zachodnio-Pomorskie","STRZESZ?W",52.990972,14.626476,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","15/03/2023","29/03/2023","",NA
"46",350304,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117146 - 2023/1008 - KROPIWKI",51.5621,23.1321,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","15/03/2023","6/4/2023","",NA
"47",350318,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117109 - 2023/994 -  WIDRY",51.0554,21.8903,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","15/03/2023","6/4/2023","",NA
"48",350324,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","OB_117093 - 2023/982 - SIEDLICE",50.910552,17.761013,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","15/03/2023","6/4/2023","",NA
"49",350325,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","OB_117092 - 2023/981 - SIEDLICE",50.91452,17.754239,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","15/03/2023","6/4/2023","",NA
"50",350328,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","OB_117088 - 2023/942 - SZYD OWIEC  L SKI",50.66092,17.61099,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","15/03/2023","6/4/2023","",NA
"51",350334,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","OB_117079 - 2023/936 - SIEDLICE",50.910383,17.753955,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","15/03/2023","6/4/2023","",NA
"52",349102,"African swine fever",NA,"Europe","Eastern Europe","Poland","Podkarpackie","OB_116224 - 2023/824 - RADOMY L NAD SANEM",50.696022,21.962271,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","14/03/2023","24/03/2023","",NA
"53",349105,"African swine fever",NA,"Europe","Eastern Europe","Poland","Mazowieckie","OB_116221 - 2023/822 - WYSZK?W",52.60326,21.474434,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","14/03/2023","24/03/2023","",NA
"54",349107,"African swine fever",NA,"Europe","Eastern Europe","Poland","Mazowieckie","OB_116219 - 2023/820 - NADKOLE",52.56017,21.60447,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","14/03/2023","24/03/2023","",NA
"55",349110,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_116216 - 2023/848 - HOROSTYTA",51.6092,23.2572,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","14/03/2023","24/03/2023","",NA
"56",349111,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_116215 - 2023/847 - KAPLONOSY KOLONIA",51.637,23.3651,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","14/03/2023","24/03/2023","",NA
"57",349576,"African swine fever",NA,"Europe","Eastern Europe","Poland","Zachodnio-Pomorskie","R?W",52.99653,14.717825,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","14/03/2023","29/03/2023","",NA
"58",350327,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","OB_117089 - 2023/943 - KU NICA KATOWSKA",50.89137,17.78867,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","14/03/2023","6/4/2023","",NA
"59",350330,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","OB_117083 - 2023/940 - DOMASZOWICE",51.032752,17.873877,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","14/03/2023","6/4/2023","",NA
"60",350333,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","OB_117080 - 2023/937 - ZBICA",50.992959,17.865567,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","14/03/2023","6/4/2023","",NA
"61",349067,"African swine fever",NA,"Europe","Eastern Europe","Poland","Zachodnio-Pomorskie","Nies usz",53.014528,14.730126,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","13/03/2023","24/03/2023","",NA
"62",349112,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_116214 - 2023/846 - NATALIN",50.9992,22.042,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","13/03/2023","24/03/2023","",NA
"63",349569,"African swine fever",NA,"Europe","Eastern Europe","Poland","Warminsko-Mazurskie","Orsy",54.372972,20.429994,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","13/03/2023","29/03/2023","",NA
"64",349581,"African swine fever",NA,"Europe","Eastern Europe","Poland","Wielkopolskie","CHACHALNIA",51.649868,17.417517,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","13/03/2023","29/03/2023","",NA
"65",350315,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_117133 - 2023/997 - PUCHOWA G?RA",51.6876,23.1254,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","13/03/2023","6/4/2023","",NA
"66",349078,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","K opot?wka",51.400268,16.61984,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","12/3/2023","24/03/2023","",NA
"67",349104,"African swine fever",NA,"Europe","Eastern Europe","Poland","Mazowieckie","OB_116222 - 2023/823 - SITNE",52.49276,21.537094,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","12/3/2023","24/03/2023","",NA
"68",349106,"African swine fever",NA,"Europe","Eastern Europe","Poland","Mazowieckie","OB_116220 - 2023/821 - KAROLIN?W",52.48649,21.525973,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","12/3/2023","24/03/2023","",NA
"69",349113,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_116213 - 2023/845 - DZIERZKOWICE-G?RY",50.9332,22.0879,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","12/3/2023","24/03/2023","",NA
"70",349116,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_116210 - 2023/842 - OGRODNIKI",51.8326,23.4187,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","12/3/2023","24/03/2023","",NA
"71",349578,"African swine fever",NA,"Europe","Eastern Europe","Poland","Wielkopolskie","AGWY",52.340885,16.43138,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","12/3/2023","29/03/2023","",NA
"72",349579,"African swine fever",NA,"Europe","Eastern Europe","Poland","Wielkopolskie","CZERWONAK",52.445022,16.999871,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","12/3/2023","29/03/2023","",NA
"73",349594,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","ERK?WEK",51.2912,16.70659,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","12/3/2023","29/03/2023","",NA
"74",349596,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","UBOCZE",51.041382,15.450951,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","12/3/2023","29/03/2023","",NA
"75",349081,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","Zalesie",51.4454,16.2817,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","11/3/2023","24/03/2023","",NA
"76",349117,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_116209 - 2023/841 - W ADYS AW?W",51.8155,23.4315,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","11/3/2023","24/03/2023","",NA
"77",349598,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","WILCZK?W",51.196338,16.488584,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","11/3/2023","29/03/2023","",NA
"78",349599,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","KWIETNO",51.183452,16.461535,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","11/3/2023","29/03/2023","",NA
"79",349076,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","Bartosz?w",51.182842,16.198206,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","10/3/2023","24/03/2023","",NA
"80",349077,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","Tyniec Legnicki",51.165789,16.364279,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","10/3/2023","24/03/2023","",NA
"81",349080,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","Leszkowicce",51.605414,16.326258,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","10/3/2023","24/03/2023","",NA
"82",349092,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","Ku nica Katowska",50.86757,17.76101,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","10/3/2023","24/03/2023","",NA
"83",349093,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","Krasowice",51.073339,17.58181,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","10/3/2023","24/03/2023","",NA
"84",349103,"African swine fever",NA,"Europe","Eastern Europe","Poland","Podkarpackie","OB_116223 - 2023/801 - RADOMY L NAD SANEM",50.707365,21.955446,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","10/3/2023","24/03/2023","",NA
"85",349114,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_116212 - 2023/844 - HOROSTYTA KOLONIA",51.5993,23.2165,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","10/3/2023","24/03/2023","",NA
"86",349580,"African swine fever",NA,"Europe","Eastern Europe","Poland","Wielkopolskie","POZNA",52.472025,16.907754,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","10/3/2023","29/03/2023","",NA
"87",349600,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","KARCZYCE",51.104673,16.747627,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","10/3/2023","29/03/2023","",NA
"88",349071,"African swine fever",NA,"Europe","Eastern Europe","Poland","Wielkopolskie","Pozna",52.439422,16.802485,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","9/3/2023","24/03/2023","",NA
"89",349075,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","Koskowice",51.19139,16.236818,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","9/3/2023","24/03/2023","",NA
"90",349118,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_116208 - 2023/840 - LENIUSZKI",51.884,23.5121,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","9/3/2023","24/03/2023","",NA
"91",349591,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","WINIARY",51.184658,16.973803,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","9/3/2023","29/03/2023","",NA
"92",349592,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","WINIARY",51.176424,16.96201,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","9/3/2023","29/03/2023","",NA
"93",349593,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","WINIARY",51.194568,16.963674,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","9/3/2023","29/03/2023","",NA
"94",348157,"African swine fever",NA,"Europe","Eastern Europe","Poland","Pomorskie","Mortag",53.824131,19.420174,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","8/3/2023","17/03/2023","",NA
"95",349074,"African swine fever",NA,"Europe","Eastern Europe","Poland","Wielkopolskie","Smoszew",51.657737,17.463685,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","8/3/2023","24/03/2023","",NA
"96",349094,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","Krasowice",51.073339,17.58181,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","8/3/2023","24/03/2023","",NA
"97",349095,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","Krasowice",51.071474,17.574472,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","8/3/2023","24/03/2023","",NA
"98",349096,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","Krasowice",51.073888,17.57401,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","8/3/2023","24/03/2023","",NA
"99",349097,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","Krasowice",51.075647,17.571676,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","8/3/2023","24/03/2023","",NA
"100",349597,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","GASZ?W",51.176625,15.594084,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","8/3/2023","29/03/2023","",NA
"101",350329,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","OB_117085 - 2023/941 - KRASOWICE",51.084321,17.594623,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","8/3/2023","6/4/2023","",NA
"102",350331,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","OB_117082 - 2023/939 - PRZECZ?W",51.074729,17.572119,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","8/3/2023","6/4/2023","",NA
"103",350332,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","OB_117081 - 2023/938 - KRASOWICE",51.072982,17.57502,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","8/3/2023","6/4/2023","",NA
"104",349085,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","Plater?wka",51.06161,15.19344,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","7/3/2023","24/03/2023","",NA
"105",349091,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","Ga ?wek",51.10123,16.811392,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","7/3/2023","24/03/2023","",NA
"106",349120,"African swine fever",NA,"Europe","Eastern Europe","Poland","Lubeiskie","OB_116206 - 2023/838 - ROMAN?W",51.7558,23.3786,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","7/3/2023","24/03/2023","",NA
"107",349000,"African swine fever",NA,"Europe","Eastern Europe","Poland","Zachodnio-Pomorskie","OB_115925 - 2023/753 - LUBICZ",53.110531,14.489354,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","6/3/2023","17/03/2023","",NA
"108",349038,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","OB_115859 - 2023/763 - LIPNICA",51.210239,16.575892,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","6/3/2023","17/03/2023","",NA
"109",349088,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","Mleczno",51.4697,16.2791,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","6/3/2023","24/03/2023","",NA
"110",349089,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","Wilczk?w",51.178296,16.51468,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","6/3/2023","24/03/2023","",NA
"111",349090,"African swine fever",NA,"Europe","Eastern Europe","Poland","Dolnoslaskie","Wilczk?w",51.19253,16.511876,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","6/3/2023","24/03/2023","",NA
"112",349100,"African swine fever",NA,"Europe","Eastern Europe","Poland","Opolskie","Lubsza",50.95944,17.629787,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","6/3/2023","24/03/2023","",NA
"113",349109,"African swine fever",NA,"Europe","Eastern Europe","Poland","Mazowieckie","OB_116217 - 2023/789 - SITNE",52.486127,21.534812,"OIE","Confirmed","Wild","Wild Boar:sus Scrofa(Suidae)","6/3/2023","24/03/2023","",NA
