,Region,Subregion,admin,admin1,Locality,Latitude,Longitude,Diagnosis.source,Diagnosis.status,Animal.type,Species,observed_date,report_date,ID,ymIN,monthIN,dayIN,myIN,y
202,Americas,Caribbean,Dominican Republic,Santiago,La Emboscada,19.478156,-70.761996,OIE,Confirmed,Domestic,Swine,5/7/2021,31/08/2021,1,7/5/2021,7,5,2021-07,2021
203,Americas,Caribbean,Dominican Republic,Duvergé,Caobete,19.184945,-70.12643,OIE,Confirmed,Domestic,Swine,2/7/2021,8/8/2021,1,7/2/2021,7,2,2021-07,2021
204,Americas,Caribbean,Dominican Republic,Duvergé,Caobete,19.184945,-70.12643,OIE,Confirmed,Domestic,Swine,2/7/2021,8/8/2021,1,7/2/2021,7,2,2021-07,2021
205,Americas,Caribbean,Dominican Republic,Santiago,Villa Olimpica,19.438,-70.689,OIE,Confirmed,Domestic,Swine,2/7/2021,22/10/2021,1,7/2/2021,7,2,2021-07,2021
206,Americas,Caribbean,Dominican Republic,San Fernando de Monte Cristi,Loma de Casta?uela,19.698838,-71.497184,OIE,Confirmed,Domestic,Swine,1/7/2021,7/8/2021,1,7/1/2021,7,1,2021-07,2021
207,Americas,Caribbean,Dominican Republic,San Fernando de Monte Cristi,Casta?uela Hill,19.698838,-71.497184,OIE,Confirmed,Domestic,Swine,1/7/2021,8/8/2021,1,7/1/2021,7,1,2021-07,2021
208,Americas,Caribbean,Dominican Republic,San Fernando de Monte Cristi,Las Matas de Santa Cruz,19.659347,-71.628182,OIE,Confirmed,Domestic,Swine,1/7/2021,8/8/2021,1,7/1/2021,7,1,2021-07,2021
209,Americas,Caribbean,Dominican Republic,San Fernando de Monte Cristi,LA MINA,19.638838,-71.497184,OIE,Confirmed,Domestic,Swine,27/06/2021,27/06/2021,1,6/27/2021,6,27,2021-06,2021
210,Americas,Caribbean,Dominican Republic,San Fernando de Monte Cristi,Palo verde  El Ahogado,19.750278,-71.544833,OIE,Confirmed,Domestic,Swine,26/06/2021,8/8/2021,1,6/26/2021,6,26,2021-06,2021
211,Americas,Caribbean,Dominican Republic,San Fernando de Monte Cristi,Las Aguas,19.848693,-71.633121,OIE,Confirmed,Domestic,Swine,26/06/2021,8/8/2021,1,6/26/2021,6,26,2021-06,2021
212,Americas,Caribbean,Dominican Republic,San Fernando de Monte Cristi,Palo Verde  La Cruz,19.652459,-71.510049,OIE,Confirmed,Domestic,Swine,26/06/2021,8/8/2021,1,6/26/2021,6,26,2021-06,2021
213,Americas,Caribbean,Dominican Republic,Santo Domingo Este,San Jos? Samba,19.5281,-71.31032,OIE,Confirmed,Domestic,Swine,24/06/2021,8/8/2021,1,6/24/2021,6,24,2021-06,2021
214,Americas,Caribbean,Dominican Republic,Santo Domingo Este,Los Alcarrizos  Hato Nuevo,18.530678,-70.083456,OIE,Confirmed,Domestic,Swine,24/06/2021,8/8/2021,1,6/24/2021,6,24,2021-06,2021
215,Americas,Caribbean,Dominican Republic,San Fernando de Monte Cristi,Gozuela  Plamarito,19.65912,-71.642143,OIE,Confirmed,Domestic,Swine,23/06/2021,8/8/2021,1,6/23/2021,6,23,2021-06,2021
216,Americas,Caribbean,Dominican Republic,San Juan,Las Charcas de Mar?a Nova,18.828651,-71.371617,OIE,Confirmed,Domestic,Swine,20/06/2021,8/8/2021,1,6/20/2021,6,20,2021-06,2021
217,Americas,Caribbean,Dominican Republic,San Fernando de Monte Cristi,Gonzuela  Palmarito,19.659121,-71.642143,OIE,Confirmed,Domestic,Swine,19/06/2021,8/8/2021,1,6/19/2021,6,19,2021-06,2021
218,Americas,Caribbean,Dominican Republic,San Fernando de Monte Cristi,Palo Verde,19.739959,-71.627554,OIE,Confirmed,Domestic,Swine,18/06/2021,8/8/2021,1,6/18/2021,6,18,2021-06,2021
219,Americas,Caribbean,Dominican Republic,Santiago,La Emboscada,19.476986,-70.761149,OIE,Confirmed,Domestic,Swine,17/06/2021,31/08/2021,1,6/17/2021,6,17,2021-06,2021
220,Americas,Caribbean,Dominican Republic,Dajabón,Ca?ongo,19.61932,-71.69449,OIE,Confirmed,Domestic,Swine,6/6/2021,8/8/2021,1,6/6/2021,6,6,2021-06,2021
221,Americas,Caribbean,Dominican Republic,Dajabón,Sabana Santiago,19.56357,-71.67944,OIE,Confirmed,Domestic,Swine,5/6/2021,8/8/2021,1,6/5/2021,6,5,2021-06,2021
222,Americas,Caribbean,Dominican Republic,San Juan,El Naranjo,18.82507,-71.5556,OIE,Confirmed,Domestic,Swine,13/05/2021,8/8/2021,1,5/13/2021,5,13,2021-05,2021
223,Americas,Caribbean,Dominican Republic,San Felipe de Puerto Plata,El?as Pi?a  El pino,18.87527,-71.68861,OIE,Confirmed,Domestic,Swine,5/5/2021,8/8/2021,1,5/5/2021,5,5,2021-05,2021
224,Americas,Caribbean,Dominican Republic,Concepción de la Vega,Jamo  El Higuero,19.233,-70.519,National authorities,Confirmed,Domestic,Swine,10/4/2021,27/07/2021,1,4/10/2021,4,10,2021-04,2021
